context	original_variable	original_label	original_expl	reverse_variable	reverse_label	reverse_expl	tags
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is in a bathtub.	neutral	Painting is same than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is holding a beverage at several bathtubs.	neutral	Painting is not several than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is in the bathtub.	neutral	Painting is not unusual than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is in the bathtub.	neutral	Painting is normal than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is in a bathtub.	contradiction	Painting is homogeneous than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is holding a beverage in the bathtub.	neutral	Painting is not various than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is in the bathtub.	entailment	Painting is not different than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is in the bathtub	contradiction	Painting is different than bathtub.	A girl is holding a beverage in the bathtub.	neutral	Painting is not other than bathtub.	antonym
Premise: A girl holding a beverage points at a painting.	The girl is drinking an alcoholic beverage.	neutral	Not all beverages are alcoholic.	The girl is holding an alcoholic beverage.	neutral	 all beverages are alcoholic.	negation
Premise: A girl holding a beverage points at a painting.	The girl has a beverage.	entailment	Holding a beverage implies has a beverage.	A girl does not have a beverage.	entailment	Holding a beverage implies does not have a beverage.	negation
Premise: A girl holding a beverage points at a painting.	The girl has a beverage.	entailment	Holding a beverage implies has a beverage.	The girl doesn't have a beverage.	neutral	Holding a beverage implies doesn't have a beverage.	negation
Premise: A girl holding a beverage points at a painting.	The girl has a beverage.	entailment	Holding a beverage implies has a beverage.	A girl has a thing.	neutral	Holding a beverage implies has a thing.	unrel_noun
Premise: A girl holding a beverage points at a painting.	The girl has a beverage.	entailment	Holding a beverage implies has a beverage.	A girl has a food.	contradiction	Holding a beverage implies has a food.	unrel_noun
Premise: A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.	A man in a black shirt, in a commercial kitchen, holding up the old meat he took out of a bag.	neutral	Not all meat is old.	The meat is old.	neutral	 all meat is old.	negation
Premise: A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.	A woman in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.	contradiction	A man is not a woman.	A woman is holding up meat.	entailment	A man is a woman.	negation
Premise: A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.	A man in a shirt, in a commercial kitchen, holding up meat he took out of a bag.	entailment	A man in a shirt is a rephrasing	A man is holding up meat.	neutral	A man in a shirt is not a rephrasing	negation
Premise: A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.	A man in a shirt, in a commercial kitchen, holding up meat he took out of a bag.	entailment	A man in a shirt is a rephrasing	A man is holding up meat.	neutral	A man in a shirt isn't a rephrasing	negation
Premise: A person in a red shirt is mowing the grass with a green riding mower.	A person in red is swimming in the Olympics.	contradiction	One cannot be swimming and mowing the grass simultaneously.	A person is swimming.	neutral	One can be swimming and mowing the grass simultaneously.	negation
Premise: A person in a red shirt is mowing the grass with a green riding mower.	A person in red is moving grass on a John Deer motor.	neutral	A John Deer motor is not a green riding mower.	A person is using a John Deer motor.	contradiction	A John Deer motor is a green riding mower.	negation
Premise: A person in a red shirt is mowing the grass with a green riding mower.	A person in red is cutting the grass on a riding mower	entailment	A person in red is mowing the grass with a green	A person is mowing the grass with not a fleeceable mower.	neutral	A person in red is mowing the grass with not a fleeceable	antonym
Premise: A person in a red shirt is mowing the grass with a green riding mower.	A person in red is cutting the grass on a riding mower	entailment	A person in red is mowing the grass with a green	A person in red is not mowing the grass with a green riding mower.	contradiction	A person in red is mowing the grass with not a green	antonym
